Inntekt/Utgift	Kategori L1	Kategori L2	Kategori L3	Kategori L4	Enhet	Kapitel	Postnr	Linje	Beløp
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Tilfeldige inntekter:	5309	29	Ymse	400000000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning:	5310	4	Refusjon av ODA-godkjente utgifter	2000000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning:	5310	29	Termingebyrer	1870000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning:	5310	89	Purregebyrer	109229000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Husbanken:	5312	1	Gebyrer m.m.	6100000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Husbanken:	5312	11	Diverse inntekter	91344000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Innovasjon Norge:	5325	70	Låneprovisjoner	70000000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Siva SF:	5326	70	Låne- og garantiprovisjoner	7000000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Eksportkredittordningen:	5329	70	Gebyrer m.m.	30000000
Inntekt	Fastland	Overføring fra Norges bank	Overføring fra Norges bank	-	Overføring fra Norges Bank:	5351	85	Overføring	18974000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter:	5701	71	Refusjon ved yrkesskade	768500000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter:	5701	86	Innkreving feilutbetalinger	1492000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter:	5701	87	Diverse inntekter	26069000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter:	5701	88	Hjelpemiddelsentraler mv.	110000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Statsgaranti for lønnskrav ved konkurs:	5704	70	Dividende	230000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger:	5705	70	Refusjon av dagpenger, statsgaranti ved konkurs	27000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger:	5705	71	Refusjon av dagpenger for grensearbeidere mv. bosatt i Norge	700000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger:	5705	72	Innkreving av forskutterte dagpenger	45000000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Bidragsforskott:	5706	70	Refusjon fra bidragspliktige	182000000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge:	5460	57	Tilbakeføring av tapsavsetning for investeringer i og eksport til Ukraina	126000000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge:	5460	71	Tilbakeføring fra avviklede garantiordninger	28800000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge:	5460	85	Inntekter fra avviklede midlertidige ordninger	21650000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Statens pensjonskasse:	5470	30	Avsetning til investeringsformål	55000000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Avskrivning på statens kapital i statens forvaltningsbedrifter:	5491	30	Avskrivninger	1755000000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Renter av statens forvaltningsbedrifter	-	Avskrivning på statens kapital i statens forvaltningsbedrifter:	5491	80	Renter av statens faste kapital	2593000000
Inntekt	Fastland	Inntekter under departementene	Regjeringen	-	Regjeringsadvokaten:	3024	1	Erstatning for utgifter i rettssaker	23082000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Stortinget:	3041	1	Salgsinntekter	6190000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Stortinget:	3041	3	Leieinntekter	2387000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Riksrevisjonen:	3051	2	Refusjon utland	300000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet:	3100	1	Diverse gebyrer ved utenriksstasjonene	32185000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet:	3100	2	Gebyrer for utlendingssaker ved utenriksstasjonene	274000000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet:	3100	5	Refusjon spesialutsendinger mv.	45040000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Kunnskapsdepartementet:	3200	3	Inntekter fra fremleie	4500000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Utdanningsdirektoratet:	3220	1	Inntekter ved oppdrag	2685000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlige skoler og fjernundervisningstjenester:	3222	2	Salgsinntekter mv.	25842000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Diamanten skole:	3223	2	Salgsinntekter mv.	742000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Tiltak i grunnopplæringen:	3225	4	Refusjon av ODA-godkjente utgifter	293709000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlig spesialpedagogisk tjeneste:	3230	1	Inntekter ved oppdrag	28234000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlig spesialpedagogisk tjeneste:	3230	2	Salgsinntekter mv.	8035000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges grønne fagskole - Vea:	3242	2	Salgsinntekter mv.	7822000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges grønne fagskole - Vea:	3242	61	Refusjon fra fylkeskommuner	52000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Direktoratet for høyere utdanning og kompetanse:	3256	1	Inntekter ved oppdrag	6939000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Direktoratet for høyere utdanning og kompetanse:	3256	2	Inntekter fra refusjoner mv.	34816000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Nasjonalt organ for kvalitet i utdanningen:	3271	1	Inntekter ved oppdrag	4464000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Nasjonalt organ for kvalitet i utdanningen:	3271	2	Salgsinntekter mv.	400000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Tiltak for høyere utdanning og forskning:	3275	1	Inntekter ved oppdrag	10000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges forskningsråd:	3285	1	Inntekter fra oppdrag	12100000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges forskningsråd:	3285	2	Inntekter fra refusjoner mv.	11900000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Internasjonale samarbeidstiltak:	3288	4	Refusjon av ODA-godkjente utgifter	19025000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Kultur- og likestillingsdepartementet:	3300	1	Ymse inntekter	104000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Kulturdirektoratet og Kulturrådet m.m.:	3320	1	Ymse inntekter	5066000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Bygg og offentlige rom:	3322	1	Ymse inntekter	161000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Bygg og offentlige rom:	3322	2	Inntekter ved oppdrag	37215000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Musikk og scenekunst:	3323	1	Ymse inntekter	403000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Musikk og scenekunst:	3323	2	Billett- og salgsinntekter m.m.	25332000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Allmenne kulturformål:	3325	1	Ymse inntekter	2537000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Språk- og bibliotekformål:	3326	1	Ymse inntekter	24572000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Språk- og bibliotekformål:	3326	2	Inntekter ved oppdrag	19033000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Nidaros domkirkes restaureringsarbeider mv.:	3327	1	Ymse inntekter	35903000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Nidaros domkirkes restaureringsarbeider mv.:	3327	2	Inntekter ved oppdrag	4796000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Arkivformål:	3329	1	Ymse inntekter	2537000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Arkivformål:	3329	2	Inntekter ved oppdrag	5965000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Film- og dataspillformål:	3334	1	Ymse inntekter	6978000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Film- og dataspillformål:	3334	2	Inntekter ved oppdrag	8032000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Medieformål:	3335	2	Inntekter ved oppdrag	4900000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser:	3339	2	Gebyr - lotterier	8695000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser:	3339	4	Gebyr - stiftelser	220000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser:	3339	7	Inntekter ved oppdrag	15765000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Sekretariatet for Diskrimineringsnemnda:	3350	85	Tvangsmulkt	1000000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Justis- og beredskapsdepartementet:	3400	1	Diverse inntekter	6582000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene:	3410	1	Rettsgebyr	217170000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene:	3410	2	Saks- og gebyrinntekter jordskiftedomstolene	22903000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene:	3410	3	Diverse refusjoner	1907000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene:	3410	4	Vernesaker jordskiftedomstolene	2502000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstoladministrasjonen:	3411	3	Diverse refusjoner	325000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen:	3430	2	Arbeidsdriftens inntekter	123305000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen:	3430	3	Andre inntekter	27177000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen:	3430	4	Tilskudd	26326000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgens høgskole og utdanningssenter:	3432	3	Andre inntekter	1271000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Konfliktrådet:	3433	2	Refusjoner	6000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	1	Gebyr - pass og ID-kort	918262000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	2	Refusjoner mv.	311623000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	3	Salgsinntekter	54637000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	4	Gebyr - vaktselskap og etterkontroll av deaktiverte skytevåpen	4828000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	5	Gebyr - våpenforvaltningen	45902000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	6	Gebyr - utlendingssaker	321613000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	7	Gebyr - sivile gjøremål	559196000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet:	3440	8	Refusjoner fra EUs grense- og visumfinansieringsordninger	207500000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politihøgskolen:	3442	2	Diverse inntekter	24068000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politihøgskolen:	3442	3	Eksterne forskningsmidler	13587000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiets sikkerhetstjeneste (PST):	3444	2	Refusjoner	16768000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	1	Gebyr	130220000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	2	Refusjoner driftsutgifter Nødnett	38790000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	3	Diverse inntekter	40560000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	4	Refusjoner større utstyrsanskaffelser og vedlikehold Nødnett	85511000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	5	Abonnementsinntekter og refusjoner Nødnett	557263000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	6	Refusjoner	18046000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap:	3451	7	Refusjoner fra EU i forbindelse med variable utgifter knyttet til EUs ordning for sivil beredskap	51900000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Sivil klareringsmyndighet:	3453	1	Diverse inntekter	800000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Redningshelikoptertjenesten:	3454	1	Refusjoner	32476000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Nasjonal sikkerhetsmyndighet:	3457	1	Inntekter	37495000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Advokattilsynet:	3461	1	Bidrag fra advokater og forvalterordning	51500000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Advokattilsynet:	3461	2	Diverse inntekter	14000000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Fri rettshjelp:	3470	1	Tilkjente saksomkostninger m.m.	4954000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Fri rettshjelp:	3470	2	Fri rettshjelp, ODA-godkjente utgifter	5883000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Statens sivilrettsforvaltning:	3473	1	Diverse inntekter	5000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Statens sivilrettsforvaltning:	3473	2	Vergemåls-/representantordning, ODA-godkjente utgifter	6747000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Samfunnet Jan Mayen:	3481	1	Refusjoner og andre inntekter	7408000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	1	Assistert retur fra Norge for asylsøkere med avslag, ODA-godkjente utgifter	6286000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	3	Reiseutgifter for flyktninger fra utlandet, ODA-godkjente utgifter	11384000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	4	Asylmottak, ODA-godkjente utgifter	3122326000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	5	Refusjonsinntekter	2987000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	6	Beskyttelse til flyktninger utenfor Norge mv., ODA-godkjente utgifter	10128000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	7	Tolk og oversettelse, ODA-godkjente utgifter	31353000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet:	3490	8	Internasjonalt migrasjonsarbeid og reintegrering i hjemlandet, ODA-godkjente utgifter	45664000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Internasjonalt reindriftssenter:	3563	2	Diverse inntekter	3260000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Husleietvistutvalget:	3585	1	Gebyrer	3366000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Direktoratet for byggkvalitet:	3587	4	Gebyrer	40875000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Direktoratet for byggkvalitet:	3587	85	Diverse inntekter	115000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk:	3595	1	Gebyrinntekter tinglysing	464700000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk:	3595	2	Salg og abonnement m.m.	168074000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk:	3595	3	Samfinansiering	217840000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten:	3605	1	Administrasjonsvederlag	11481000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten:	3605	4	Tolketjenester	4887000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten:	3605	5	Oppdragsinntekter mv.	21544000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidsmarkedstiltak:	3634	85	Innfordring av feilutbetalinger, arbeidsmarkedstiltak	5000000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Ventelønn mv.:	3635	1	Refusjon statlig virksomhet mv.	100000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	4	Kjemikaliekontroll, gebyrer	5580000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	6	Refusjoner	3902000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	7	Byggesaksbehandling, gebyrer	25678000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	8	Refusjon utgifter regionale verneombud	19409000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	85	Tvangsmulkt	7175000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet:	3640	86	Overtredelsesgebyrer	29450000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Bosetting av flyktninger og tiltak for innvandrere:	3671	4	Tilskudd til integreringsprosjekter i asylmottak i regi av frivillige organisasjoner, ODA-godkjente utgifter	13265000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Opplæring i norsk og samfunnskunnskap for voksne innvandrere:	3672	1	Norskopplæring i mottak, ODA-godkjente utgifter	68726000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Helse- og omsorgsdepartementet:	3700	3	Refusjon av ODA-godkjente utgifter fra Utenriksdepartementet	208200000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Norsk helsearkiv:	3704	2	Diverse inntekter	3008000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Vaksiner mv.:	3710	3	Vaksinesalg	340486000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Folkehelse:	3714	4	Gebyrinntekter	24396000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Regionale helseforetak:	3732	85	Avdrag på investeringslån f.o.m. 2008	1151000000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Regionale helseforetak:	3732	87	Avdrag på tilskudd til Helseplattformen	91000000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Helsedirektoratet:	3740	2	Diverse inntekter	35104000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Helsedirektoratet:	3740	4	Gebyrinntekter	30986000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Helsedirektoratet:	3740	5	Helsetjenester til utenlandsboende mv.	66000000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Norsk pasientskadeerstatning:	3741	2	Diverse inntekter	7923000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Norsk pasientskadeerstatning:	3741	50	Premie fra private	26018000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Nasjonalt klageorgan for helsetjenesten:	3742	50	Premie fra private	5880000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Folkehelseinstituttet:	3745	2	Diverse inntekter	280244000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Direktoratet for medisinske produkter:	3746	2	Diverse inntekter	37166000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Direktoratet for medisinske produkter:	3746	4	Registreringsgebyr	83152000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Direktoratet for medisinske produkter:	3746	85	Overtredelsesgebyr og tvangsmulkt	2750000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Direktoratet for strålevern og atomsikkerhet:	3747	2	Diverse inntekter	15026000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Direktoratet for strålevern og atomsikkerhet:	3747	4	Gebyrinntekter	47163000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak:	-	Statens helsetilsyn:	3748	2	Diverse inntekter	1084000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Samliv og konfliktløsning:	3841	1	Gebyrinntekter for fastsettelse av bidrag	26259000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Familievern:	3842	1	Diverse inntekter	898000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	EUs ungdomsprogram:	3847	1	Tilskudd fra Europakommisjonen	5964000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barneverns- og helsenemndene:	3853	1	Diverse inntekter	850000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet:	3855	1	Diverse inntekter	3676000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet:	3855	2	Barnetrygd	3959000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet:	3855	60	Kommunale egenandeler	2690308000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barnevernets omsorgssenter for enslige, mindreårige asylsøkere:	3856	4	Refusjon av ODA-godkjente utgifter	277278000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barnevernets omsorgssenter for enslige, mindreårige asylsøkere:	3856	60	Kommunale egenandeler	2805000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barne-, ungdoms- og familiedirektoratet og fellesfunksjoner i Barne-, ungdoms- og familieetaten:	3858	1	Diverse inntekter	590000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Forbrukertilsynet:	3868	1	Gebyrinntekter	3000000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Forbrukertilsynet:	3868	2	Tilskudd	2849000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Kirkebevaringsfondet:	3883	50	Overført fra Kirkebevaringsfondet	100000000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Nærings- og fiskeridepartementet:	3900	1	Ymse inntekter og refusjoner knyttet til ordinære driftsutgifter	204000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Nærings- og fiskeridepartementet:	3900	3	Inntekter fra forvaltning av grunneiendom på Svalbard	10877000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet:	3902	1	Gebyrinntekter	22630000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet:	3902	3	Inntekter fra salg av tjenester	27315000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet:	3902	4	Oppdragsinntekter	109000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Norsk akkreditering:	3903	1	Gebyrinntekter og andre inntekter	59691000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Brønnøysundregistrene:	3904	1	Gebyrinntekter	644614000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Brønnøysundregistrene:	3904	2	Refusjoner, oppdragsinntekter og andre inntekter	35854000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Norges geologiske undersøkelse:	3905	3	Oppdragsinntekter og andre inntekter	81248000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Direktoratet for mineralforvaltning med Bergmesteren for Svalbard:	3906	1	Leie av bergrettigheter og eiendommer	100000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Direktoratet for mineralforvaltning med Bergmesteren for Svalbard:	3906	2	Behandlingsgebyrer	1500000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Direktoratet for mineralforvaltning med Bergmesteren for Svalbard:	3906	86	Overtredelsesgebyr og tvangsmulkt	1000000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Tiltak for sysselsetting av sjøfolk:	3909	1	Tilbakeføring av tilskudd	3000000
