Inntekt/Utgift	Kategori L1	Kategori L2	Kategori L3	Kategori L4	Enhet	Kapitel	Postnr	Linje	Beløp
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Sektoravgifter under Energidepartementet:	5582	71	Konsesjonsavgifter fra vannkraftutbygging	198500000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Sektoravgifter under Energidepartementet:	5582	72	Sektoravgifter under Norges vassdrags- og energidirektorat	160500000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Sektoravgifter under Energidepartementet:	5582	73	Påslag på nettariffen til Klima- og energifondet	690000000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Sektoravgifter under Energidepartementet:	5582	74	Sektoravgifter under Sokkeldirektoratet	45000000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Sektoravgifter under Energidepartementet:	5582	75	Sektoravgifter under Havindustritilsynet	145000000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Skatter og avgifter	Andre avgifter	Særskilte avgifter mv. i bruk av frekvenser:	5583	70	Frekvens- og nummeravgift	675000000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Folketrygdens inntekter:	5700	71	Trygdeavgift	197314500000
Inntekt	Fastland	Skatter og avgifter fra Fastlands-Norge	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Folketrygdens inntekter:	5700	72	Arbeidsgiveravgift	269420000000
Inntekt	Sokkelen	Skatter og avgifter fra Sokkelen	Folketrygden	-	Skatt og avgift på utvinning av petroleum:	5507	71	Ordinær skatt på formue og inntekt	119500000000
Inntekt	Sokkelen	Skatter og avgifter fra Sokkelen	Folketrygden	-	Skatt og avgift på utvinning av petroleum:	5507	72	Særskatt på oljeinntekter	259700000000
Inntekt	Sokkelen	Skatter og avgifter fra Sokkelen	Folketrygden	-	Skatt og avgift på utvinning av petroleum:	5507	74	Arealavgift mv.	1300000000
Inntekt	Sokkelen	Skatter og avgifter fra Sokkelen	Folketrygden	-	Avgift på utslipp av CO2 i petroleumsvirksomhet på kontinentalsokkelen:	5508	70	CO2-avgift i petroleumsvirksomheten på kontinentalsokkelen	8000000000
Inntekt	Sokkelen	Skatter og avgifter fra Sokkelen	Folketrygden	-	Avgift på utslipp av NOX i petroleumsvirksomheten på kontinentalsokkelen:	5509	70	Avgift	1000000
Inntekt	Oljefondet	Statens pensjonsfond utland	Statens pensjonsfond utland	-	Statens pensjonsfond utland:	5800	50	Overføring fra fondet	413647646000
Statslån	Statslån	Statslånemidler	Statslånemidler	-	Statslånemidler:	5999	90	Lån	174101183000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Tilbakebetaling av nødlån fra utlandet	450000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på investeringslån t.o.m. 2007	504300000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på lån	1214000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	96	Salg av aksjer	25000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag	19900000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på lån	10000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Tilbakebetaling av lån	15500000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Redusert lån og rentegjeld	14754325000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	93	Omgjøring av utdanningslån til stipend	8651746000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag	15106000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på utestående fordringer	64100000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	92	Låneordning for pakkereisearrangører - avdrag	30000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på utestående fordringer	60000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	90	Avdrag på utestående fordringer	7200000000
Avdrag	Fastland	Tilbakebetalinger	Statslånemidler	-	Statslånemidler:	5999	98	Avdrag på egenbeholdning statsobligasjoner	6000000000
