Inntekt/Utgift	Kategori L1	Kategori L2	Kategori L3	Kategori L4	Enhet	Kapitel	Postnr	Linje	Beløp
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Tilfeldige inntekter	5309	29	Ymse	400,000,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning	5310	4	Refusjon av ODA-godkjente utgifter	2,000,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning	5310	29	Termingebyrer	1,870,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Statens lånekasse for utdanning	5310	89	Purregebyrer	109,229,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Husbanken	5312	1	Gebyrer m.m.	6,100,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Husbanken	5312	11	Diverse inntekter	91,344,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Innovasjon Norge	5325	70	Låneprovisjoner	70,000,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Siva SF	5326	70	Låne- og garantiprovisjoner	7,000,000
Inntekt	Fastland	Inntekter under departementene	Ymse inntekter	-	Eksportkredittordningen	5329	70	Gebyrer m.m.	30,000,000
Inntekt	Fastland	Overføring fra Norges bank	Overføring fra Norges bank	-	Overføring fra Norges Bank	5351	85	Overføring	18,974,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter	5701	71	Refusjon ved yrkesskade	768,500,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter	5701	86	Innkreving feilutbetalinger	1,492,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter	5701	87	Diverse inntekter	26,069,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Diverse inntekter	5701	88	Hjelpemiddelsentraler mv.	110,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Statsgaranti for lønnskrav ved konkurs	5704	70	Dividende	230,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger	5705	70	Refusjon av dagpenger, statsgaranti ved konkurs	27,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger	5705	71	Refusjon av dagpenger for grensearbeidere mv. bosatt i Norge	700,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Refusjon av dagpenger	5705	72	Innkreving av forskutterte dagpenger	45,000,000
Inntekt	Fastland	Inntekter under departementene	Folketrygden	Arbeidsgiveravgift og trygdeavgift	Bidragsforskott	5706	70	Refusjon fra bidragspliktige	182,000,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge	5460	57	Tilbakeføring av tapsavsetning for investeringer i og eksport til Ukraina	126,000,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge	5460	71	Tilbakeføring fra avviklede garantiordninger	28,800,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Eksportfinansiering Norge	5460	85	Inntekter fra avviklede midlertidige ordninger	21,650,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Statens pensjonskasse	5470	30	Avsetning til investeringsformål	55,000,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Øvrige Inntekter av statens forvaltningsbedrifter	-	Avskrivning på statens kapital i statens forvaltningsbedrifter	5491	30	Avskrivninger	1,755,000,000
Inntekt	Fastland	Inntekter av statens forvaltningsbedrifter	Renter av statens forvaltningsbedrifter	-	Avskrivning på statens kapital i statens forvaltningsbedrifter	5491	80	Renter av statens faste kapital	2,593,000,000
Inntekt	Fastland	Inntekter under departementene	Regjeringen	-	Regjeringsadvokaten	3024	1	Erstatning for utgifter i rettssaker	23,082,000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Stortinget	3041	1	Salgsinntekter	6,190,000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Stortinget	3041	3	Leieinntekter	2,387,000
Inntekt	Fastland	Inntekter under departementene	Stortinget og eksterne organer	-	Riksrevisjonen	3051	2	Refusjon utland	300,000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet	3100	1	Diverse gebyrer ved utenriksstasjonene	32,185,000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet	3100	2	Gebyrer for utlendingssaker ved utenriksstasjonene	274,000,000
Inntekt	Fastland	Inntekter under departementene	Utenriksdepartementet	-	Utenriksdepartementet	3100	5	Refusjon spesialutsendinger mv.	45,040,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Kunnskapsdepartementet	3200	3	Inntekter fra fremleie	4,500,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Utdanningsdirektoratet	3220	1	Inntekter ved oppdrag	2,685,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlige skoler og fjernundervisningstjenester	3222	2	Salgsinntekter mv.	25,842,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Diamanten skole	3223	2	Salgsinntekter mv.	742,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Tiltak i grunnopplæringen	3225	4	Refusjon av ODA-godkjente utgifter	293,709,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlig spesialpedagogisk tjeneste	3230	1	Inntekter ved oppdrag	28,234,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Statlig spesialpedagogisk tjeneste	3230	2	Salgsinntekter mv.	8,035,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges grønne fagskole - Vea	3242	2	Salgsinntekter mv.	7,822,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges grønne fagskole - Vea	3242	61	Refusjon fra fylkeskommuner	52,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Direktoratet for høyere utdanning og kompetanse	3256	1	Inntekter ved oppdrag	6,939,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Direktoratet for høyere utdanning og kompetanse	3256	2	Inntekter fra refusjoner mv.	34,816,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Nasjonalt organ for kvalitet i utdanningen	3271	1	Inntekter ved oppdrag	4,464,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Nasjonalt organ for kvalitet i utdanningen	3271	2	Salgsinntekter mv.	400,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Tiltak for høyere utdanning og forskning	3275	1	Inntekter ved oppdrag	10,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges forskningsråd	3285	1	Inntekter fra oppdrag	12,100,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Norges forskningsråd	3285	2	Inntekter fra refusjoner mv.	11,900,000
Inntekt	Fastland	Inntekter under departementene	Kunnskapsdepartementet	-	Internasjonale samarbeidstiltak	3288	4	Refusjon av ODA-godkjente utgifter	19,025,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Kultur- og likestillingsdepartementet	3300	1	Ymse inntekter	104,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Kulturdirektoratet og Kulturrådet m.m.	3320	1	Ymse inntekter	5,066,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Bygg og offentlige rom	3322	1	Ymse inntekter	161,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Bygg og offentlige rom	3322	2	Inntekter ved oppdrag	37,215,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Musikk og scenekunst	3323	1	Ymse inntekter	403,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Musikk og scenekunst	3323	2	Billett- og salgsinntekter m.m.	25,332,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Allmenne kulturformål	3325	1	Ymse inntekter	2,537,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Språk- og bibliotekformål	3326	1	Ymse inntekter	24,572,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Språk- og bibliotekformål	3326	2	Inntekter ved oppdrag	19,033,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Nidaros domkirkes restaureringsarbeider mv.	3327	1	Ymse inntekter	35,903,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Nidaros domkirkes restaureringsarbeider mv.	3327	2	Inntekter ved oppdrag	4,796,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Arkivformål	3329	1	Ymse inntekter	2,537,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Arkivformål	3329	2	Inntekter ved oppdrag	5,965,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Film- og dataspillformål	3334	1	Ymse inntekter	6,978,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Film- og dataspillformål	3334	2	Inntekter ved oppdrag	8,032,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Medieformål	3335	2	Inntekter ved oppdrag	4,900,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser	3339	2	Gebyr - lotterier	8,695,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser	3339	4	Gebyr - stiftelser	220,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Inntekter fra spill, lotterier og stiftelser	3339	7	Inntekter ved oppdrag	15,765,000
Inntekt	Fastland	Inntekter under departementene	Kultur- og likestillingsdepartementet	-	Sekretariatet for Diskrimineringsnemnda	3350	85	Tvangsmulkt	1,000,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Justis- og beredskapsdepartementet	3400	1	Diverse inntekter	6,582,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene	3410	1	Rettsgebyr	217,170,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene	3410	2	Saks- og gebyrinntekter jordskiftedomstolene	22,903,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene	3410	3	Diverse refusjoner	1,907,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstolene	3410	4	Vernesaker jordskiftedomstolene	2,502,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Domstoladministrasjonen	3411	3	Diverse refusjoner	325,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen	3430	2	Arbeidsdriftens inntekter	123,305,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen	3430	3	Andre inntekter	27,177,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgen	3430	4	Tilskudd	26,326,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Kriminalomsorgens høgskole og utdanningssenter	3432	3	Andre inntekter	1,271,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Konfliktrådet	3433	2	Refusjoner	6,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	1	Gebyr - pass og ID-kort	918,262,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	2	Refusjoner mv.	311,623,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	3	Salgsinntekter	54,637,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	4	Gebyr - vaktselskap og etterkontroll av deaktiverte skytevåpen	4,828,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	5	Gebyr - våpenforvaltningen	45,902,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	6	Gebyr - utlendingssaker	321,613,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	7	Gebyr - sivile gjøremål	559,196,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiet	3440	8	Refusjoner fra EUs grense- og visumfinansieringsordninger	207,500,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politihøgskolen	3442	2	Diverse inntekter	24,068,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politihøgskolen	3442	3	Eksterne forskningsmidler	13,587,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Politiets sikkerhetstjeneste (PST)	3444	2	Refusjoner	16,768,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	1	Gebyr	130,220,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	2	Refusjoner driftsutgifter Nødnett	38,790,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	3	Diverse inntekter	40,560,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	4	Refusjoner større utstyrsanskaffelser og vedlikehold Nødnett	85,511,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	5	Abonnementsinntekter og refusjoner Nødnett	557,263,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	6	Refusjoner	18,046,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Direktoratet for samfunnssikkerhet og beredskap	3451	7	Refusjoner fra EU i forbindelse med variable utgifter knyttet til EUs ordning for sivil beredskap	51,900,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Sivil klareringsmyndighet	3453	1	Diverse inntekter	800,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Redningshelikoptertjenesten	3454	1	Refusjoner	32,476,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Nasjonal sikkerhetsmyndighet	3457	1	Inntekter	37,495,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Advokattilsynet	3461	1	Bidrag fra advokater og forvalterordning	51,500,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Advokattilsynet	3461	2	Diverse inntekter	14,000,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Fri rettshjelp	3470	1	Tilkjente saksomkostninger m.m.	4,954,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Fri rettshjelp	3470	2	Fri rettshjelp, ODA-godkjente utgifter	5,883,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Statens sivilrettsforvaltning	3473	1	Diverse inntekter	5,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Statens sivilrettsforvaltning	3473	2	Vergemåls-/representantordning, ODA-godkjente utgifter	6,747,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Samfunnet Jan Mayen	3481	1	Refusjoner og andre inntekter	7,408,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	1	Assistert retur fra Norge for asylsøkere med avslag, ODA-godkjente utgifter	6,286,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	3	Reiseutgifter for flyktninger fra utlandet, ODA-godkjente utgifter	11,384,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	4	Asylmottak, ODA-godkjente utgifter	3,122,326,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	5	Refusjonsinntekter	2,987,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	6	Beskyttelse til flyktninger utenfor Norge mv., ODA-godkjente utgifter	10,128,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	7	Tolk og oversettelse, ODA-godkjente utgifter	31,353,000
Inntekt	Fastland	Inntekter under departementene	Justis- og beredskapsdepartementet	-	Utlendingsdirektoratet	3490	8	Internasjonalt migrasjonsarbeid og reintegrering i hjemlandet, ODA-godkjente utgifter	45,664,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Internasjonalt reindriftssenter	3563	2	Diverse inntekter	3,260,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Husleietvistutvalget	3585	1	Gebyrer	3,366,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Direktoratet for byggkvalitet	3587	4	Gebyrer	40,875,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Direktoratet for byggkvalitet	3587	85	Diverse inntekter	115,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk	3595	1	Gebyrinntekter tinglysing	464,700,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk	3595	2	Salg og abonnement m.m.	168,074,000
Inntekt	Fastland	Inntekter under departementene	Kommunal- og distriktsdepartementet	-	Statens kartverk	3595	3	Samfinansiering	217,840,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten	3605	1	Administrasjonsvederlag	11,481,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten	3605	4	Tolketjenester	4,887,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeids- og velferdsetaten	3605	5	Oppdragsinntekter mv.	21,544,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidsmarkedstiltak	3634	85	Innfordring av feilutbetalinger, arbeidsmarkedstiltak	5,000,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Ventelønn mv.	3635	1	Refusjon statlig virksomhet mv.	100,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	4	Kjemikaliekontroll, gebyrer	5,580,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	6	Refusjoner	3,902,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	7	Byggesaksbehandling, gebyrer	25,678,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	8	Refusjon utgifter regionale verneombud	19,409,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	85	Tvangsmulkt	7,175,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Arbeidstilsynet	3640	86	Overtredelsesgebyrer	29,450,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Bosetting av flyktninger og tiltak for innvandrere	3671	4	Tilskudd til integreringsprosjekter i asylmottak i regi av frivillige organisasjoner, ODA-godkjente utgifter	13,265,000
Inntekt	Fastland	Inntekter under departementene	Arbeids- og inkluderingsdepartementet	-	Opplæring i norsk og samfunnskunnskap for voksne innvandrere	3672	1	Norskopplæring i mottak, ODA-godkjente utgifter	68,726,000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Helse- og omsorgsdepartementet	3700	3	Refusjon av ODA-godkjente utgifter fra Utenriksdepartementet	208,200,000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Norsk helsearkiv	3704	2	Diverse inntekter	3,008,000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Vaksiner mv.	3710	3	Vaksinesalg	340,486,000
Inntekt	Fastland	Inntekter under departementene	Helse- og omsorgsdepartementet	-	Folkehelse	3714	4	Gebyrinntekter	24,396,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Regionale helseforetak	3732	85	Avdrag på investeringslån f.o.m. 2008	1,151,000,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Regionale helseforetak	3732	87	Avdrag på tilskudd til Helseplattformen	91,000,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Helsedirektoratet	3740	2	Diverse inntekter	35,104,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Helsedirektoratet	3740	4	Gebyrinntekter	30,986,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Helsedirektoratet	3740	5	Helsetjenester til utenlandsboende mv.	66,000,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Norsk pasientskadeerstatning	3741	2	Diverse inntekter	7,923,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Norsk pasientskadeerstatning	3741	50	Premie fra private	26,018,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Nasjonalt klageorgan for helsetjenesten	3742	50	Premie fra private	5,880,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Folkehelseinstituttet	3745	2	Diverse inntekter	280,244,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Direktoratet for medisinske produkter	3746	2	Diverse inntekter	37,166,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Direktoratet for medisinske produkter	3746	4	Registreringsgebyr	83,152,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Direktoratet for medisinske produkter	3746	85	Overtredelsesgebyr og tvangsmulkt	2,750,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Direktoratet for strålevern og atomsikkerhet	3747	2	Diverse inntekter	15,026,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Direktoratet for strålevern og atomsikkerhet	3747	4	Gebyrinntekter	47,163,000
Inntekt	Fastland	Inntekter under departementene	Regionale helseforetak	-	Statens helsetilsyn	3748	2	Diverse inntekter	1,084,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Samliv og konfliktløsning	3841	1	Gebyrinntekter for fastsettelse av bidrag	26,259,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Familievern	3842	1	Diverse inntekter	898,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	EUs ungdomsprogram	3847	1	Tilskudd fra Europakommisjonen	5,964,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barneverns- og helsenemndene	3853	1	Diverse inntekter	850,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet	3855	1	Diverse inntekter	3,676,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet	3855	2	Barnetrygd	3,959,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Statlig forvaltning av barnevernet	3855	60	Kommunale egenandeler	2,690,308,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barnevernets omsorgssenter for enslige, mindreårige asylsøkere	3856	4	Refusjon av ODA-godkjente utgifter	277,278,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barnevernets omsorgssenter for enslige, mindreårige asylsøkere	3856	60	Kommunale egenandeler	2,805,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Barne-, ungdoms- og familiedirektoratet og fellesfunksjoner i Barne-, ungdoms- og familieetaten	3858	1	Diverse inntekter	590,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Forbrukertilsynet	3868	1	Gebyrinntekter	3,000,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Forbrukertilsynet	3868	2	Tilskudd	2,849,000
Inntekt	Fastland	Inntekter under departementene	Barne- og familiedepartementet	-	Kirkebevaringsfondet	3883	50	Overført fra Kirkebevaringsfondet	100,000,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Nærings- og fiskeridepartementet	3900	1	Ymse inntekter og refusjoner knyttet til ordinære driftsutgifter	204,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Nærings- og fiskeridepartementet	3900	3	Inntekter fra forvaltning av grunneiendom på Svalbard	10,877,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet	3902	1	Gebyrinntekter	22,630,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet	3902	3	Inntekter fra salg av tjenester	27,315,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Justervesenet	3902	4	Oppdragsinntekter	109,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Norsk akkreditering	3903	1	Gebyrinntekter og andre inntekter	59,691,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Brønnøysundregistrene	3904	1	Gebyrinntekter	644,614,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Brønnøysundregistrene	3904	2	Refusjoner, oppdragsinntekter og andre inntekter	35,854,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Norges geologiske undersøkelse	3905	3	Oppdragsinntekter og andre inntekter	81,248,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Direktoratet for mineralforvaltning med Bergmesteren for Svalbard	3906	1	Leie av bergrettigheter og eiendommer	100,000
Inntekt	Fastland	Inntekter under departementene	Nærings- og fiskeridepartementet	-	Direktoratet for mineralforvaltning med Bergmesteren for Svalbard	3906	2	Behandlingsgebyrer	1,500,000
